"","Date","Location","TimeOfDay","Unique.ID","Orig_Height_cm","Orig_WaterLevel","Orig_WaterLevel_corr","HPO","New_WaterLevel","New_WaterLevel_corr","New_Height_cm","submerged"
"1467",2011-08-18,"UDP","dusk","UDPCHU1772011",102,86,86,12,86,86,102,0
"1468",2011-08-18,"UDP","dusk","UDPCHU1682011",48,86,86,12,86,86,48,0
"1469",2011-08-18,"UDP","dusk","UDPCHU1702011",34,86,86,12,86,86,34,0
"1470",2011-08-18,"UDP","dusk","UDPCHU1752011",100,86,86,12,86,86,100,0
"1471",2011-08-18,"UDP","dusk","UDPCHU1762011",100,86,86,12,86,86,100,0
"1472",2011-08-18,"UDP","dusk","UDPCHU1472011",116,88,88,60,86,86,118,0
"1473",2011-08-18,"UDP","dusk","UDPCHU1742011",97,86,86,12,86,86,97,0
"1474",2011-08-18,"UDP","dusk","UDPCHU1242011",44,87,87,84,86,86,45,0
"1475",2011-08-18,"UDP","dusk","UDPCHU1232011",28,87,87,84,86,86,29,0
"1476",2011-08-18,"UDP","dusk","UDPCHU1252011",27,87,87,84,86,86,28,0
"1477",2011-08-19,"LDP","dawn","LDPCHL272011",76,47,47,72,43,43,80,0
"1478",2011-08-19,"LDP","dusk","LDPCHL272011",76,47,47,84,40,40,83,0
"1479",2011-08-19,"UDP","dawn","UDPCHU1532011",13,88,88,48,84,84,17,0
"1480",2011-08-19,"UDP","dawn","UDPCHU1432011",60,88,88,72,84,84,64,0
"1481",2011-08-19,"UDP","dawn","UDPCHU1672011",73,86,86,24,84,84,75,0
"1482",2011-08-19,"UDP","dawn","UDPCHU1932011",12,84,84,0,84,84,12,0
"1483",2011-08-19,"UDP","dawn","UDPCHU1162011",50,87,87,96,84,84,53,0
"1484",2011-08-19,"UDP","dawn","UDPCHU1572011",9,88,88,48,84,84,13,0
"1486",2011-08-19,"UDP","dawn","UDPCHU1172011",78,87,87,96,84,84,81,0
"1487",2011-08-19,"UDP","dawn","UDPCHU1562011",22,88,88,48,84,84,26,0
"1489",2011-08-19,"UDP","dawn","UDPCHU1192011",77,87,87,96,84,84,80,0
"1490",2011-08-19,"UDP","dawn","UDPCHU1212011",180,87,87,96,84,84,183,0
"1491",2011-08-19,"UDP","dawn","UDPCHU1362011",93,88,88,72,84,84,97,0
"1493",2011-08-19,"UDP","dawn","UDPCHU1282011",66,88,88,72,84,84,70,0
"1494",2011-08-19,"UDP","dawn","UDPCHU1552011",56,88,88,48,84,84,60,0
"1496",2011-08-19,"UDP","dawn","UDPCHU1202011",79,87,87,96,84,84,82,0
"1497",2011-08-19,"UDP","dawn","UDPCHU1182011",62,87,87,96,84,84,65,0
"1498",2011-08-19,"UDP","dawn","UDPCHU1922011",36,84,84,0,84,84,36,0
"1500",2011-08-19,"UDP","dawn","UDPCHU1292011",31,88,88,72,84,84,35,0
"1501",2011-08-19,"UDP","dawn","UDPCHU1222011",90,87,87,96,84,84,93,0
"1502",2011-08-19,"UDP","dawn","UDPCHU1942011",6,84,84,0,84,84,6,0
"1503",2011-08-19,"UDP","dawn","UDPCHU1522011",10,88,88,48,84,84,14,0
"1504",2011-08-19,"UDP","dawn","UDPCHU1442011",7,88,88,72,84,84,11,0
"1505",2011-08-19,"UDP","dawn","UDPCHU1542011",25,88,88,48,84,84,29,0
"1507",2011-08-19,"UDP","dawn","UDPCHU1302011",28,88,88,72,84,84,32,0
"1508",2011-08-19,"UDP","dawn","UDPCHU1792011",24,84,84,0,84,84,24,0
"1509",2011-08-19,"UDP","dawn","UDPCHU1802011",12,84,84,0,84,84,12,0
"1511",2011-08-19,"UDP","dawn","UDPCHU1342011",17,88,88,72,84,84,21,0
"1512",2011-08-19,"UDP","dawn","UDPCHU1262011",300,87,87,96,84,84,303,0
"1513",2011-08-19,"UDP","dawn","UDPCHU1782011",10,86,86,24,84,84,12,0
"1514",2011-08-19,"UDP","dawn","UDPCHU1602011",17,86,86,24,84,84,19,0
"1515",2011-08-19,"UDP","dawn","UDPCHU1722011",44,86,86,24,84,84,46,0
"1516",2011-08-19,"UDP","dawn","UDPCHU1592011",28,86,86,24,84,84,30,0
"1517",2011-08-19,"UDP","dawn","UDPCHU1712011",38,86,86,24,84,84,40,0
"1518",2011-08-19,"UDP","dawn","UDPCHU1312011",69,88,88,72,84,84,73,0
"1519",2011-08-19,"UDP","dawn","UDPCHU1862011",28,84,84,0,84,84,28,0
"1520",2011-08-19,"UDP","dawn","UDPCHU1642011",21,86,86,24,84,84,23,0
"1521",2011-08-19,"UDP","dawn","UDPCHU1752011",100,86,86,24,84,84,102,0
"1522",2011-08-19,"UDP","dawn","UDPCHU1332011",32,88,88,72,84,84,36,0
"1523",2011-08-19,"UDP","dawn","UDPCHU1252011",27,87,87,96,84,84,30,0
"1524",2011-08-19,"UDP","dawn","UDPCHU1682011",48,86,86,24,84,84,50,0
"1525",2011-08-19,"UDP","dawn","UDPCHU1492011",110,88,88,48,84,84,114,0
"1526",2011-08-19,"UDP","dawn","UDPCHU1882011",10,84,84,0,84,84,10,0
"1527",2011-08-19,"UDP","dawn","UDPCHU1652011",53,86,86,24,84,84,55,0
"1528",2011-08-19,"UDP","dawn","UDPCHU1872011",80,84,84,0,84,84,80,0
"1529",2011-08-19,"UDP","dawn","UDPCHU1322011",110,88,88,72,84,84,114,0
"1530",2011-08-19,"UDP","dawn","UDPCHU1822011",50,84,84,0,84,84,50,0
"1531",2011-08-19,"UDP","dawn","UDPCHU1692011",41,86,86,24,84,84,43,0
"1532",2011-08-19,"UDP","dawn","UDPCHU1742011",97,86,86,24,84,84,99,0
"1533",2011-08-19,"UDP","dawn","UDPCHU1402011",17,88,88,72,84,84,21,0
"1534",2011-08-19,"UDP","dawn","UDPCHU1232011",28,87,87,96,84,84,31,0
"1535",2011-08-19,"UDP","dawn","UDPCHU1762011",100,86,86,24,84,84,102,0
"1536",2011-08-19,"UDP","dawn","UDPCHU1502011",12,88,88,48,84,84,16,0
"1537",2011-08-19,"UDP","dawn","UDPCHU1452011",22,88,88,72,84,84,26,0
"1538",2011-08-19,"UDP","dawn","UDPCHU1622011",14,86,86,24,84,84,16,0
"1539",2011-08-19,"UDP","dawn","UDPCHU1512011",8,88,88,48,84,84,12,0
"1540",2011-08-19,"UDP","dawn","UDPCHU1422011",52,88,88,72,84,84,56,0
"1541",2011-08-19,"UDP","dawn","UDPCHU1242011",44,87,87,96,84,84,47,0
"1542",2011-08-19,"UDP","dawn","UDPCHU1662011",21,86,86,24,84,84,23,0
"1543",2011-08-19,"UDP","dawn","UDPCHU1472011",116,88,88,72,84,84,120,0
"1544",2011-08-19,"UDP","dawn","UDPCHU1462011",45,88,88,72,84,84,49,0
"1545",2011-08-19,"UDP","dawn","UDPCHU1632011",61,86,86,24,84,84,63,0
"1546",2011-08-19,"UDP","dawn","UDPCHU1702011",34,86,86,24,84,84,36,0
"1547",2011-08-19,"UDP","dawn","UDPCHU1892011",8,84,84,0,84,84,8,0
"1548",2011-08-19,"UDP","dawn","UDPCHU1952011",34,84,84,0,84,84,34,0
"1549",2011-08-19,"UDP","dawn","UDPCHU1482011",77,88,88,72,84,84,81,0
"1550",2011-08-19,"UDP","dawn","UDPCHU1772011",102,86,86,24,84,84,104,0
"1551",2011-08-19,"UDP","dawn","UDPCHU1902011",24,84,84,0,84,84,24,0
"1552",2011-08-19,"UDP","dusk","UDPCHU1802011",12,84,84,12,84,84,12,0
"1553",2011-08-19,"UDP","dusk","UDPCHU1572011",9,88,88,60,84,84,13,0
"1554",2011-08-19,"UDP","dusk","UDPCHU1172011",78,87,87,108,84,84,81,0
"1555",2011-08-19,"UDP","dusk","UDPCHU1532011",13,88,88,60,84,84,17,0
"1556",2011-08-19,"UDP","dusk","UDPCHU1262011",300,87,87,108,84,84,303,0
"1557",2011-08-19,"UDP","dusk","UDPCHU1432011",60,88,88,84,84,84,64,0
"1558",2011-08-19,"UDP","dusk","UDPCHU1712011",38,86,86,36,84,84,40,0
"1559",2011-08-19,"UDP","dusk","UDPCHU1562011",22,88,88,60,84,84,26,0
"1560",2011-08-19,"UDP","dusk","UDPCHU1162011",50,87,87,108,84,84,53,0
"1561",2011-08-19,"UDP","dusk","UDPCHU1672011",73,86,86,36,84,84,75,0
"1562",2011-08-19,"UDP","dusk","UDPCHU1552011",56,88,88,60,84,84,60,0
"1563",2011-08-19,"UDP","dusk","UDPCHU1602011",17,86,86,36,84,84,19,0
"1564",2011-08-19,"UDP","dusk","UDPCHU1202011",79,87,87,108,84,84,82,0
"1565",2011-08-19,"UDP","dusk","UDPCHU1682011",48,86,86,36,84,84,50,0
"1566",2011-08-19,"UDP","dusk","UDPCHU1282011",66,88,88,84,84,84,70,0
"1567",2011-08-19,"UDP","dusk","UDPCHU1782011",10,86,86,36,84,84,12,0
"1568",2011-08-19,"UDP","dusk","UDPCHU1252011",27,87,87,108,84,84,30,0
"1569",2011-08-19,"UDP","dusk","UDPCHU1722011",44,86,86,36,84,84,46,0
"1570",2011-08-19,"UDP","dusk","UDPCHU1592011",28,86,86,36,84,84,30,0
"1571",2011-08-19,"UDP","dusk","UDPCHU1212011",180,87,87,108,84,84,183,0
"1572",2011-08-19,"UDP","dusk","UDPCHU1362011",93,88,88,84,84,84,97,0
"1573",2011-08-19,"UDP","dusk","UDPCHU1542011",25,88,88,60,84,84,29,0
"1574",2011-08-19,"UDP","dusk","UDPCHU1642011",21,86,86,36,84,84,23,0
"1575",2011-08-19,"UDP","dusk","UDPCHU1232011",28,87,87,108,84,84,31,0
"1576",2011-08-19,"UDP","dusk","UDPCHU1692011",41,86,86,36,84,84,43,0
"1577",2011-08-19,"UDP","dusk","UDPCHU1292011",31,88,88,84,84,84,35,0
"1578",2011-08-19,"UDP","dusk","UDPCHU1182011",62,87,87,108,84,84,65,0
"1579",2011-08-19,"UDP","dusk","UDPCHU1622011",14,86,86,36,84,84,16,0
"1580",2011-08-19,"UDP","dusk","UDPCHU1792011",24,84,84,12,84,84,24,0
"1581",2011-08-19,"UDP","dusk","UDPCHU1442011",7,88,88,84,84,84,11,0
"1582",2011-08-19,"UDP","dusk","UDPCHU1222011",90,87,87,108,84,84,93,0
"1583",2011-08-19,"UDP","dusk","UDPCHU1662011",21,86,86,36,84,84,23,0
"1584",2011-08-19,"UDP","dusk","UDPCHU1522011",10,88,88,60,84,84,14,0
"1585",2011-08-19,"UDP","dusk","UDPCHU1652011",53,86,86,36,84,84,55,0
"1586",2011-08-19,"UDP","dusk","UDPCHU1242011",44,87,87,108,84,84,47,0
"1587",2011-08-19,"UDP","dusk","UDPCHU1702011",34,86,86,36,84,84,36,0
"1588",2011-08-19,"UDP","dusk","UDPCHU1302011",28,88,88,84,84,84,32,0
"1589",2011-08-19,"UDP","dusk","UDPCHU1192011",77,87,87,108,84,84,80,0
"1590",2011-08-19,"UDP","dusk","UDPCHU1632011",61,86,86,36,84,84,63,0
"1591",2011-08-19,"UDP","dusk","UDPCHU1772011",102,86,86,36,84,84,104,0
"1592",2011-08-19,"UDP","dusk","UDPCHU1342011",17,88,88,84,84,84,21,0
"1593",2011-08-19,"UDP","dusk","UDPCHU1492011",110,88,88,60,84,84,114,0
"1594",2011-08-19,"UDP","dusk","UDPCHU1482011",77,88,88,84,84,84,81,0
"1595",2011-08-19,"UDP","dusk","UDPCHU1892011",8,84,84,12,84,84,8,0
"1596",2011-08-19,"UDP","dusk","UDPCHU1472011",116,88,88,84,84,84,120,0
"1597",2011-08-19,"UDP","dusk","UDPCHU1882011",10,84,84,12,84,84,10,0
"1598",2011-08-19,"UDP","dusk","UDPCHU1752011",100,86,86,36,84,84,102,0
"1599",2011-08-19,"UDP","dusk","UDPCHU1312011",69,88,88,84,84,84,73,0
"1600",2011-08-19,"UDP","dusk","UDPCHU1862011",28,84,84,12,84,84,28,0
"1601",2011-08-19,"UDP","dusk","UDPCHU1942011",6,84,84,12,84,84,6,0
"1602",2011-08-19,"UDP","dusk","UDPCHU1902011",24,84,84,12,84,84,24,0
"1603",2011-08-19,"UDP","dusk","UDPCHU1332011",32,88,88,84,84,84,36,0
"1604",2011-08-19,"UDP","dusk","UDPCHU1932011",12,84,84,12,84,84,12,0
"1605",2011-08-19,"UDP","dusk","UDPCHU1452011",22,88,88,84,84,84,26,0
"1606",2011-08-19,"UDP","dusk","UDPCHU1322011",110,88,88,84,84,84,114,0
"1607",2011-08-19,"UDP","dusk","UDPCHU1762011",100,86,86,36,84,84,102,0
"1608",2011-08-19,"UDP","dusk","UDPCHU1462011",45,88,88,84,84,84,49,0
"1609",2011-08-19,"UDP","dusk","UDPCHU1742011",97,86,86,36,84,84,99,0
"1610",2011-08-19,"UDP","dusk","UDPCHU1402011",17,88,88,84,84,84,21,0
"1611",2011-08-19,"UDP","dusk","UDPCHU1822011",50,84,84,12,84,84,50,0
"1612",2011-08-19,"UDP","dusk","UDPCHU1512011",8,88,88,60,84,84,12,0
"1613",2011-08-19,"UDP","dusk","UDPCHU1502011",12,88,88,60,84,84,16,0
"1614",2011-08-19,"UDP","dusk","UDPCHU1872011",80,84,84,12,84,84,80,0
"1615",2011-08-19,"UDP","dusk","UDPCHU1922011",36,84,84,12,84,84,36,0
"1616",2011-08-19,"UDP","dusk","UDPCHU1422011",52,88,88,84,84,84,56,0
"1617",2011-08-19,"UDP","dusk","UDPCHU1952011",34,84,84,12,84,84,34,0
"1618",2011-08-20,"LDP","dawn","LDPCHL272011",76,47,47,96,40,40,83,0
"1619",2011-08-20,"LDP","dusk","LDPCHL272011",76,47,47,108,40,40,83,0
"1620",2011-08-20,"UDP","dawn","UDPCHU1432011",60,88,88,96,84,84,64,0
"1621",2011-08-20,"UDP","dawn","UDPCHU1672011",73,86,86,48,84,84,75,0
"1622",2011-08-20,"UDP","dawn","UDPCHU1802011",12,84,84,24,84,84,12,0
"1623",2011-08-20,"UDP","dawn","UDPCHU1602011",17,86,86,48,84,84,19,0
"1624",2011-08-20,"UDP","dawn","UDPCHU1532011",13,88,88,72,84,84,17,0
"1626",2011-08-20,"UDP","dawn","UDPCHU1622011",14,86,86,48,84,84,16,0
"1627",2011-08-20,"UDP","dawn","UDPCHU1572011",9,88,88,72,84,84,13,0
"1630",2011-08-20,"UDP","dawn","UDPCHU1592011",28,86,86,48,84,84,30,0
"1632",2011-08-20,"UDP","dawn","UDPCHU1362011",93,88,88,96,84,84,97,0
"1633",2011-08-20,"UDP","dawn","UDPCHU1632011",61,86,86,48,84,84,63,0
"1634",2011-08-20,"UDP","dawn","UDPCHU1562011",22,88,88,72,84,84,26,0
"1635",2011-08-20,"UDP","dawn","UDPCHU1342011",17,88,88,96,84,84,21,0
"1636",2011-08-20,"UDP","dawn","UDPCHU1792011",24,84,84,24,84,84,24,0
"1637",2011-08-20,"UDP","dawn","UDPCHU1442011",7,88,88,96,84,84,11,0
"1639",2011-08-20,"UDP","dawn","UDPCHU1722011",44,86,86,48,84,84,46,0
"1641",2011-08-20,"UDP","dawn","UDPCHU1712011",38,86,86,48,84,84,40,0
"1642",2011-08-20,"UDP","dawn","UDPCHU1312011",69,88,88,96,84,84,73,0
"1643",2011-08-20,"UDP","dawn","UDPCHU1472011",116,88,88,96,84,84,120,0
"1644",2011-08-20,"UDP","dawn","UDPCHU1642011",21,86,86,48,84,84,23,0
"1645",2011-08-20,"UDP","dawn","UDPCHU1552011",56,88,88,72,84,84,60,0
"1646",2011-08-20,"UDP","dawn","UDPCHU1332011",32,88,88,96,84,84,36,0
"1647",2011-08-20,"UDP","dawn","UDPCHU1862011",28,84,84,24,84,84,28,0
"1648",2011-08-20,"UDP","dawn","UDPCHU1682011",48,86,86,48,84,84,50,0
"1649",2011-08-20,"UDP","dawn","UDPCHU1282011",66,88,88,96,84,84,70,0
"1650",2011-08-20,"UDP","dawn","UDPCHU1782011",10,86,86,48,84,84,12,0
"1651",2011-08-20,"UDP","dawn","UDPCHU2052011",75,84,84,0,84,84,75,0
"1653",2011-08-20,"UDP","dawn","UDPCHU1322011",110,88,88,96,84,84,114,0
"1654",2011-08-20,"UDP","dawn","UDPCHU1482011",77,88,88,96,84,84,81,0
"1655",2011-08-20,"UDP","dawn","UDPCHU1652011",53,86,86,48,84,84,55,0
"1656",2011-08-20,"UDP","dawn","UDPCHU1542011",25,88,88,72,84,84,29,0
"1657",2011-08-20,"UDP","dawn","UDPCHU1402011",17,88,88,96,84,84,21,0
"1658",2011-08-20,"UDP","dawn","UDPCHU1822011",50,84,84,24,84,84,50,0
"1659",2011-08-20,"UDP","dawn","UDPCHU1692011",41,86,86,48,84,84,43,0
"1660",2011-08-20,"UDP","dawn","UDPCHU1292011",31,88,88,96,84,84,35,0
"1661",2011-08-20,"UDP","dawn","UDPCHU1452011",22,88,88,96,84,84,26,0
"1663",2011-08-20,"UDP","dawn","UDPCHU1492011",110,88,88,72,84,84,114,0
"1664",2011-08-20,"UDP","dawn","UDPCHU1422011",52,88,88,96,84,84,56,0
"1665",2011-08-20,"UDP","dawn","UDPCHU1892011",8,84,84,24,84,84,8,0
"1666",2011-08-20,"UDP","dawn","UDPCHU1662011",21,86,86,48,84,84,23,0
"1667",2011-08-20,"UDP","dawn","UDPCHU1522011",10,88,88,72,84,84,14,0
"1668",2011-08-20,"UDP","dawn","UDPCHU1462011",45,88,88,96,84,84,49,0
"1669",2011-08-20,"UDP","dawn","UDPCHU1872011",80,84,84,24,84,84,80,0
"1670",2011-08-20,"UDP","dawn","UDPCHU1702011",34,86,86,48,84,84,36,0
"1671",2011-08-20,"UDP","dawn","UDPCHU1302011",28,88,88,96,84,84,32,0
"1672",2011-08-20,"UDP","dawn","UDPCHU1902011",24,84,84,24,84,84,24,0
"1674",2011-08-20,"UDP","dawn","UDPCHU1772011",102,86,86,48,84,84,104,0
"1675",2011-08-20,"UDP","dawn","UDPCHU2042011",23,84,84,0,84,84,23,0
"1676",2011-08-20,"UDP","dawn","UDPCHU1882011",10,84,84,24,84,84,10,0
"1678",2011-08-20,"UDP","dawn","UDPCHU2072011",125,84,84,0,84,84,125,0
"1680",2011-08-20,"UDP","dawn","UDPCHU1942011",6,84,84,24,84,84,6,0
"1681",2011-08-20,"UDP","dawn","UDPCHU1752011",100,86,86,48,84,84,102,0
"1682",2011-08-20,"UDP","dawn","UDPCHU1762011",100,86,86,48,84,84,102,0
"1683",2011-08-20,"UDP","dawn","UDPCHU1502011",12,88,88,72,84,84,16,0
"1684",2011-08-20,"UDP","dawn","UDPCHU1742011",97,86,86,48,84,84,99,0
"1685",2011-08-20,"UDP","dawn","UDPCHU2062011",14,84,84,0,84,84,14,0
"1686",2011-08-20,"UDP","dawn","UDPCHU1512011",8,88,88,72,84,84,12,0
"1687",2011-08-20,"UDP","dawn","UDPCHU1932011",12,84,84,24,84,84,12,0
"1688",2011-08-20,"UDP","dawn","UDPCHU1952011",34,84,84,24,84,84,34,0
"1689",2011-08-20,"UDP","dawn","UDPCHU1922011",36,84,84,24,84,84,36,0
"1690",2011-08-20,"UDP","dusk","UDPCHU1862011",28,84,84,36,84,84,28,0
"1691",2011-08-20,"UDP","dusk","UDPCHU1542011",25,88,88,84,84,84,29,0
"1692",2011-08-20,"UDP","dusk","UDPCHU1602011",17,86,86,60,84,84,19,0
"1693",2011-08-20,"UDP","dusk","UDPCHU1292011",31,88,88,108,84,84,35,0
"1694",2011-08-20,"UDP","dusk","UDPCHU1552011",56,88,88,84,84,84,60,0
"1695",2011-08-20,"UDP","dusk","UDPCHU1822011",50,84,84,36,84,84,50,0
"1696",2011-08-20,"UDP","dusk","UDPCHU1572011",9,88,88,84,84,84,13,0
"1697",2011-08-20,"UDP","dusk","UDPCHU1362011",93,88,88,108,84,84,97,0
"1698",2011-08-20,"UDP","dusk","UDPCHU1282011",66,88,88,108,84,84,70,0
"1699",2011-08-20,"UDP","dusk","UDPCHU1622011",14,86,86,60,84,84,16,0
"1700",2011-08-20,"UDP","dusk","UDPCHU1522011",10,88,88,84,84,84,14,0
"1701",2011-08-20,"UDP","dusk","UDPCHU1422011",52,88,88,108,84,84,56,0
"1702",2011-08-20,"UDP","dusk","UDPCHU1872011",80,84,84,36,84,84,80,0
"1703",2011-08-20,"UDP","dusk","UDPCHU1592011",28,86,86,60,84,84,30,0
"1704",2011-08-20,"UDP","dusk","UDPCHU1302011",28,88,88,108,84,84,32,0
"1705",2011-08-20,"UDP","dusk","UDPCHU1332011",32,88,88,108,84,84,36,0
"1706",2011-08-20,"UDP","dusk","UDPCHU1632011",61,86,86,60,84,84,63,0
"1707",2011-08-20,"UDP","dusk","UDPCHU1562011",22,88,88,84,84,84,26,0
"1708",2011-08-20,"UDP","dusk","UDPCHU1342011",17,88,88,108,84,84,21,0
"1709",2011-08-20,"UDP","dusk","UDPCHU1792011",24,84,84,36,84,84,24,0
"1710",2011-08-20,"UDP","dusk","UDPCHU1672011",73,86,86,60,84,84,75,0
"1711",2011-08-20,"UDP","dusk","UDPCHU1532011",13,88,88,84,84,84,17,0
"1712",2011-08-20,"UDP","dusk","UDPCHU1432011",60,88,88,108,84,84,64,0
"1713",2011-08-20,"UDP","dusk","UDPCHU1882011",10,84,84,36,84,84,10,0
"1714",2011-08-20,"UDP","dusk","UDPCHU1712011",38,86,86,60,84,84,40,0
"1715",2011-08-20,"UDP","dusk","UDPCHU1312011",69,88,88,108,84,84,73,0
"1716",2011-08-20,"UDP","dusk","UDPCHU1402011",17,88,88,108,84,84,21,0
"1717",2011-08-20,"UDP","dusk","UDPCHU1642011",21,86,86,60,84,84,23,0
"1718",2011-08-20,"UDP","dusk","UDPCHU1752011",100,86,86,60,84,84,102,0
"1719",2011-08-20,"UDP","dusk","UDPCHU2072011",125,84,84,12,84,84,125,0
"1720",2011-08-20,"UDP","dusk","UDPCHU1502011",12,88,88,84,84,84,16,0
"1721",2011-08-20,"UDP","dusk","UDPCHU1682011",48,86,86,60,84,84,50,0
"1722",2011-08-20,"UDP","dusk","UDPCHU1492011",110,88,88,84,84,84,114,0
"1723",2011-08-20,"UDP","dusk","UDPCHU1442011",7,88,88,108,84,84,11,0
"1724",2011-08-20,"UDP","dusk","UDPCHU1892011",8,84,84,36,84,84,8,0
"1725",2011-08-20,"UDP","dusk","UDPCHU1722011",44,86,86,60,84,84,46,0
"1726",2011-08-20,"UDP","dusk","UDPCHU1322011",110,88,88,108,84,84,114,0
"1727",2011-08-20,"UDP","dusk","UDPCHU1482011",77,88,88,108,84,84,81,0
"1728",2011-08-20,"UDP","dusk","UDPCHU1652011",53,86,86,60,84,84,55,0
"1729",2011-08-20,"UDP","dusk","UDPCHU1742011",97,86,86,60,84,84,99,0
"1730",2011-08-20,"UDP","dusk","UDPCHU2062011",14,84,84,12,84,84,14,0
"1731",2011-08-20,"UDP","dusk","UDPCHU1512011",8,88,88,84,84,84,12,0
"1732",2011-08-20,"UDP","dusk","UDPCHU1692011",41,86,86,60,84,84,43,0
"1733",2011-08-20,"UDP","dusk","UDPCHU1952011",34,84,84,36,84,84,34,0
"1734",2011-08-20,"UDP","dusk","UDPCHU1452011",22,88,88,108,84,84,26,0
"1735",2011-08-20,"UDP","dusk","UDPCHU1902011",24,84,84,36,84,84,24,0
"1736",2011-08-20,"UDP","dusk","UDPCHU1782011",10,86,86,60,84,84,12,0
"1737",2011-08-20,"UDP","dusk","UDPCHU1802011",12,84,84,36,84,84,12,0
"1738",2011-08-20,"UDP","dusk","UDPCHU1932011",12,84,84,36,84,84,12,0
"1739",2011-08-20,"UDP","dusk","UDPCHU1662011",21,86,86,60,84,84,23,0
"1740",2011-08-20,"UDP","dusk","UDPCHU1762011",100,86,86,60,84,84,102,0
"1741",2011-08-20,"UDP","dusk","UDPCHU2052011",75,84,84,12,84,84,75,0
"1742",2011-08-20,"UDP","dusk","UDPCHU1702011",34,86,86,60,84,84,36,0
"1743",2011-08-20,"UDP","dusk","UDPCHU1942011",6,84,84,36,84,84,6,0
"1744",2011-08-20,"UDP","dusk","UDPCHU1462011",45,88,88,108,84,84,49,0
"1745",2011-08-20,"UDP","dusk","UDPCHU1772011",102,86,86,60,84,84,104,0
"1746",2011-08-20,"UDP","dusk","UDPCHU2042011",23,84,84,12,84,84,23,0
"1747",2011-08-20,"UDP","dusk","UDPCHU1922011",36,84,84,36,84,84,36,0
"1748",2011-08-20,"UDP","dusk","UDPCHU1472011",116,88,88,108,84,84,120,0
"1752",2011-08-21,"UDP","dawn","UDPCHU1572011",9,88,88,96,84,84,13,0
"1753",2011-08-21,"UDP","dawn","UDPCHU2122011",17,84,84,0,84,84,17,0
"1755",2011-08-21,"UDP","dawn","UDPCHU1592011",28,86,86,72,84,84,30,0
"1757",2011-08-21,"UDP","dawn","UDPCHU1562011",22,88,88,96,84,84,26,0
"1759",2011-08-21,"UDP","dawn","UDPCHU2092011",18,84,84,0,84,84,18,0
"1760",2011-08-21,"UDP","dawn","UDPCHU1552011",56,88,88,96,84,84,60,0
"1761",2011-08-21,"UDP","dawn","UDPCHU2072011",125,84,84,24,84,84,125,0
"1762",2011-08-21,"UDP","dawn","UDPCHU1862011",28,84,84,48,84,84,28,0
"1763",2011-08-21,"UDP","dawn","UDPCHU2132011",21,84,84,0,84,84,21,0
"1764",2011-08-21,"UDP","dawn","UDPCHU1492011",110,88,88,96,84,84,114,0
"1766",2011-08-21,"UDP","dawn","UDPCHU1602011",17,86,86,72,84,84,19,0
"1769",2011-08-21,"UDP","dawn","UDPCHU2142011",89,84,84,0,84,84,89,0
"1770",2011-08-21,"UDP","dawn","UDPCHU2102011",20,84,84,0,84,84,20,0
"1771",2011-08-21,"UDP","dawn","UDPCHU1542011",25,88,88,96,84,84,29,0
"1772",2011-08-21,"UDP","dawn","UDPCHU2062011",14,84,84,24,84,84,14,0
"1773",2011-08-21,"UDP","dawn","UDPCHU1822011",50,84,84,48,84,84,50,0
"1774",2011-08-21,"UDP","dawn","UDPCHU2222011",14,84,84,0,84,84,14,0
"1775",2011-08-21,"UDP","dawn","UDPCHU1502011",12,88,88,96,84,84,16,0
"1777",2011-08-21,"UDP","dawn","UDPCHU1622011",14,86,86,72,84,84,16,0
"1778",2011-08-21,"UDP","dawn","UDPCHU2172011",50,84,84,0,84,84,50,0
"1779",2011-08-21,"UDP","dawn","UDPCHU1672011",73,86,86,72,84,84,75,0
"1780",2011-08-21,"UDP","dawn","UDPCHU2162011",43,84,84,0,84,84,43,0
"1781",2011-08-21,"UDP","dawn","UDPCHU2112011",15,84,84,0,84,84,15,0
"1782",2011-08-21,"UDP","dawn","UDPCHU1522011",10,88,88,96,84,84,14,0
"1783",2011-08-21,"UDP","dawn","UDPCHU2052011",75,84,84,24,84,84,75,0
"1784",2011-08-21,"UDP","dawn","UDPCHU1872011",80,84,84,48,84,84,80,0
"1785",2011-08-21,"UDP","dawn","UDPCHU2152011",22,84,84,0,84,84,22,0
"1786",2011-08-21,"UDP","dawn","UDPCHU1512011",8,88,88,96,84,84,12,0
"1788",2011-08-21,"UDP","dawn","UDPCHU1632011",61,86,86,72,84,84,63,0
"1789",2011-08-21,"UDP","dawn","UDPCHU2212011",15,84,84,0,84,84,15,0
"1790",2011-08-21,"UDP","dawn","UDPCHU1682011",48,86,86,72,84,84,50,0
"1791",2011-08-21,"UDP","dawn","UDPCHU1792011",24,84,84,48,84,84,24,0
"1792",2011-08-21,"UDP","dawn","UDPCHU1782011",10,86,86,72,84,84,12,0
"1793",2011-08-21,"UDP","dawn","UDPCHU1532011",13,88,88,96,84,84,17,0
"1794",2011-08-21,"UDP","dawn","UDPCHU2042011",23,84,84,24,84,84,23,0
"1795",2011-08-21,"UDP","dawn","UDPCHU1882011",10,84,84,48,84,84,10,0
"1796",2011-08-21,"UDP","dawn","UDPCHU1712011",38,86,86,72,84,84,40,0
"1797",2011-08-21,"UDP","dawn","UDPCHU1652011",53,86,86,72,84,84,55,0
